id,category,subcategory,arabic,targetLanguage,originalText,arabicTranslation,literalTranslation,arabicPronunciation,country,region,dialect,register,audience,gender,ageGroup,situation,tone,formality,familiarity,frequency,culturalNotes,usageNotes,alternatives,relatedPhrases,confidence,sources,noDirectArabic
EN020,H تفاوض,هدية بدل خصم,زيادة مني,en,I'll throw that in,أضيف لك هذا,,آيل ثرو ذات إن,أسواق,عام,,شعبي,الجميع,الجميع,الجميع,إضافة بدل إنزال الرقم,ودود,شعبي,منخفضة,⭐ شائعة,,,,,عالية,E3 E5,yes
EN021,H تفاوض,نتوسط,خلينا نتفق,en,Let's split the difference,نتوسط الفرق,نقسم الفرق,سبْلِت ذَ دِفْرَنس,أسواق/سيارات,عام,,شعبي,الجميع,الجميع,الجميع,مساومة,ودود,شعبي,منخفضة,⭐ شائعة,,,,,عالية,E3,yes
EN022,H تفاوض,اتفاق,اتفقنا,en,You've got a deal,اتفقنا,,يوڤ غوت أ ديل,UK/US,عام,,شعبي,الجميع,الجميع,الجميع,إغلاق مساومة,ودود,شعبي,منخفضة,🔥 شائعة جدًا,,,,,عالية,E3,no
EN023,G اعتراض,غالي,غالي,en,That's a bit pricey / a bit steep,شوي غالي,,أ بِت پرايسي / ستيب,UK/US,عام,,محترم وودود,الجميع,الجميع,الجميع,اعتراض زبون,ودود,محترم وودود,منخفضة,🔥 شائعة جدًا,,,,,عالية,E3 E5,no
EN024,G اعتراض,رد جودة,غالي؟ شوف الجودة,en,"It's a bit more, but the quality's there",أغلى شوي بس الجودة ظاهرة,,أ بِت مور بَت ذَ كوولِتي ذير,UK/US,عام,,محترم وودود,الجميع,الجميع,الجميع,رد على pricey,ودود,محترم وودود,منخفضة,🔥 شائعة جدًا,,,,,عالية,E5,no
EN025,G اعتراض,بديل,عندي خيار أرخص,en,Let me show you something in a different price range,أوريك شي في شريحة سعر ثانية,,دِفْرَنت پرايس رينج,UK/US,عام,,محترم وودود,الجميع,الجميع,الجميع,محل حديث بلا مساومة,ودود,محترم وودود,منخفضة,🔥 شائعة جدًا,,,,,عالية,E5,no
EN026,I إغلاق,تغليف,نغلفها لك؟,en,Shall I wrap that for you?,أغلفها لك؟,,شال آي راپ ذات,UK/US,عام,,محترم وودود,الجميع,الجميع,الجميع,إغلاق ناعم,ودود,محترم وودود,منخفضة,🔥 شائعة جدًا,,,,,عالية,E5,no
EN027,I إغلاق,زيادة بيع,شيء ثاني؟,en,Anything else today?,شيء ثاني اليوم؟,,إني ثِنغ إلس تُدي,UK/US,عام,,محترم وودود,الجميع,الجميع,الجميع,قبل الدفع,ودود,محترم وودود,منخفضة,🔥 شائعة جدًا,,,Will that be all?,,عالية,E5,no
EN028,I إغلاق,دفع,كاش أو بطاقة,en,Card or cash?,بطاقة ولا نقد؟,,كارد أور كاش,UK/US,عام,,محترم وودود,الجميع,الجميع,الجميع,دفع,ودود,محترم وودود,منخفضة,🔥 شائعة جدًا,,,,,عالية,E5,no
EN029,I إغلاق,جاهز US,(لا مقابل مباشر),en,You're all set,صرت جاهز / خلصت العملية,,يور أول سِت,الولايات المتحدة,عام,,محترم وودود,الجميع,الجميع,الجميع,بعد الدفع,ودود,محترم وودود,منخفضة,🔥 شائعة جدًا,,,,,عالية,E5,yes
EN030,K وداع,وداع US,مع السلامة نورتنا,en,Have a nice day,يوم سعيد,,هاف أ نايس دي,الولايات المتحدة,عام,,محترم وودود,الجميع,الجميع,الجميع,توديع,ودود,محترم وودود,منخفضة,🔥 شائعة جدًا,,,Have a good one|Take care,,عالية,E5,yes
EN031,K وداع,عودة,حياك مرة ثانية,en,Thanks for coming in,شكرًا على الزيارة,,ثنكس فور كَمِنغ إن,UK/US,عام,,محترم وودود,الجميع,الجميع,الجميع,توديع,ودود,محترم وودود,منخفضة,🔥 شائعة جدًا,,,Pop back anytime (UK),,عالية,E1 E5,no
EN032,K دائم,المعتاد,إيش نجهز لك اليوم؟,en,The usual?,المعتاد؟,,ذَ يوجوول,UK/US,عام,,عفوي,زبون دائم,الجميع,الجميع,زبون دائم,ودود,عفوي,منخفضة,🔥 شائعة جدًا,,,,,عالية,E5,no
EN033,K دائم,تمييز,يا هلا بالقديم,en,Good to see you again,سررت برؤيتك مرة ثانية,,غود تو سي يو أغين,UK/US,عام,,عفوي,زبون دائم,الجميع,الجميع,دائم رجع,ودود,عفوي,منخفضة,🔥 شائعة جدًا,,,,,عالية,E5,no
EN034,N غضب,اعتذار,معك حق,en,I'm sorry about that. Tell me what happened,آسف. قل لي ماذا صار,,آيم سوري أباوت ذات,UK/US,عام,,محترم وودود,الجميع,الجميع,الجميع,غاضب,ودود,محترم وودود,منخفضة,🔥 شائعة جدًا,تجنّب Calm down.,,,,عالية,E5,no
EN035,N إرجاع,حل,نبدله أو نرجّع,en,We can exchange it or refund you,نبدّل أو نرجّع المبلغ,,إكسشينج أور ريفاَند,UK/US,عام,,محترم وودود,الجميع,الجميع,الجميع,إرجاع,ودود,محترم وودود,منخفضة,🔥 شائعة جدًا,,,,,عالية,E5,no
EN036,N إرجاع,فاتورة,معك الفاتورة؟,en,Have you got the receipt? / Do you have the receipt?,معك الإيصال؟,,رِسيت,UK/US,عام,,محترم وودود,الجميع,الجميع,الجميع,إرجاع,ودود,محترم وودود,منخفضة,🔥 شائعة جدًا,UK: have you got. US: do you have.,,,,عالية,E5,no
EN037,J إضافي,مكمل,خذ معها,en,This goes really well with it,هذا يمشي معه,,غوز ريلي وِل وِث إِت,UK/US,عام,,محترم وودود,الجميع,الجميع,الجميع,بيع إضافي,ودود,محترم وودود,منخفضة,🔥 شائعة جدًا,,,,,عالية,E5,no
EN038,H سعر,سياسة سلسلة,(لا مقابل مباشر سوقي عام),en,We can price-match,نساوي سعر المنافس,,پرايس ماتش,UK/US سلاسل,عام,,محترم وودود,الجميع,الجميع,الجميع,اعتراض أرخص عند غيرنا,ودود,محترم وودود,منخفضة,⭐ شائعة,,,,,عالية,E4,yes
EN039,L طعام,سفري,سفري ولا هنا؟,en,For here or to go? / Eat in or takeaway?,أكل هنا أم سفري؟,,فور هير أور تو غو / إيت إن أور تيكأوي,US / UK,عام,,شعبي,الجميع,الجميع,الجميع,مقهى/وجبات,ودود,شعبي,منخفضة,🔥 شائعة جدًا,US الأولى، UK الثانية.,,,,عالية,E5,yes
EN040,K غير مشترٍ,وجه طيب,ولا يهمك,en,No worries at all. Thanks for stopping by,أبدًا ما في مشكلة. شكرًا على المرور,,نو وَريز · ستوپِنغ باي,UK/US,عام,,محترم وودود,الجميع,الجميع,الجميع,لم يشترِ,ودود,محترم وودود,منخفضة,🔥 شائعة جدًا,,,,,عالية,E5,no
EN041,H تفاوض,كمية,إذا أخذت اثنين,en,If you take two I can do a bit more,إذا أخذت اثنين أقدر أنزّل أكثر,,إف يو تيك تو,أسواق,عام,,شعبي,الجميع,الجميع,الجميع,خصم مشروط,ودود,شعبي,منخفضة,⭐ شائعة,,,,,عالية,E3,no
EN042,A جذب,عرض,عندنا عرض,en,It's on sale / it's in the sale,عليه تخفيض,,أون سيل / إن ذَ سيل,US / UK,عام,,محترم وودود,الجميع,الجميع,الجميع,عروض,ودود,محترم وودود,منخفضة,🔥 شائعة جدًا,US: on sale. UK كثيرًا: in the sale.,,,,عالية,E5,no
EN043,D اكتشاف,حجز,أحجزها لك,en,I can put it aside / put it on hold,أحجزها لك,,پوت إِت أسايد / أون هولد,UK/US,عام,,محترم وودود,الجميع,الجميع,الجميع,زبون متردد,ودود,محترم وودود,منخفضة,⭐ شائعة,,,,,عالية,E5,no
EN044,E عرض,مثل قيمة,غالي مرة ولا رخيص مرتين,en,"Buy cheap, buy twice",اشترِ الرخيص تشتري مرتين,,باي تشيب باي توايس,UK/US,عام,,شعبي,الجميع,الجميع,الجميع,إقناع بالجودة,ودود,شعبي,منخفضة,⭐ شائعة,مثل لا جملة يومية لكل بائع.,,You get what you pay for,,عالية,E5,no
EN045,K وداع,UK خفيف,شكرًا / مع السلامة,en,Cheers,شكرًا / سلام خفيف,,تشيرز,المملكة المتحدة,عام,,عفوي,الجميع,الجميع,الجميع,شكر أو وداع غير رسمي,ودود,عفوي,منخفضة,🔥 شائعة جدًا,ليست نخبًا هنا.,,,,عالية,E5,yes
