id,phrase,msa,country,dialect,situation,addressee,formality,familiarity,humor,frequency,notes
Z001,معك حق، وأنا أسمعك,معك حق وأنا أسمعك,مشتركة,عربية مشتركة,زبون غاضب,الجميع,محترم وودود,منخفضة,لا,🔥 شائعة جدًا,الاعتراف بالحق أولًا
Z002,أنا فاهم زعلك، وأنا مكانك كنت زعلت,أفهم غضبك ولو كنت مكانك لغضبت,مشتركة,عربية مشتركة,زبون غاضب,الجميع,محترم وودود,متوسطة,لا,🔥 شائعة جدًا,التعاطف قبل الحل
Z003,خليني أفهم المشكلة بالضبط، عشان أحلها لك صح,دعني أفهم المشكلة لأحلها صحيحًا,مشتركة,عربية مشتركة,زبون غاضب,الجميع,محترم وودود,منخفضة,لا,⭐ شائعة,
Z004,أنا هنا عشان أحل المشكلة، مش عشان أجادلك,أنا هنا للحل لا للجدال,مشتركة,عربية مشتركة,زبون غاضب,الجميع,محترم وودود,منخفضة,لا,⭐ شائعة,
Z005,غلطنا، وبنصلحه — هذا وعد مني,أخطأنا وسنصلحه وهذا وعد مني,مشتركة,عربية مشتركة,اعتذار,الجميع,محترم وودود,متوسطة,لا,🔥 شائعة جدًا,
Z006,شكرًا إنك قلتها لنا — لأن في ناس يروحون وما يقولون,شكرًا لإخبارنا فبعضهم يرحل صامتًا,مشتركة,عربية مشتركة,استقبال شكوى,الجميع,محترم وودود,متوسطة,لا,⭐ شائعة,يحول الشكوى إلى هدية
Z007,معك حق، غلطنا — هذا مو مستوانا,معك حق أخطأنا وهذا ليس مستوانا,مشتركة,عربية مشتركة,اعتذار,الجميع,محترم وودود,متوسطة,لا,🔥 شائعة جدًا,اعتراف+تفسير+تعويض
Z008,أنا آسف، وبنعوضك: إما نبدلها لك أو نرجع لك فلوسك,أنا آسف ونعوضك بالبدل أو الاسترداد,مشتركة,عربية مشتركة,اعتذار بتعويض,الجميع,محترم وودود,متوسطة,لا,🔥 شائعة جدًا,
Z009,أنا ما بطل منك أبدًا — وبثبتلك إن شاء الله,لن أخذلك أبدًا وسأثبت لك ذلك,مشتركة,عربية مشتركة,استعادة ثقة,الجميع,محترم وودود,عالية,لا,⭐ شائعة,
Z010,خذ هدية منا — والخدمة الحقيقية بالمرة الجاية,خذ هدية منا والخدمة الحقيقية قادمة,مشتركة,عربية مشتركة,استعادة ثقة,الجميع,شعبي,متوسطة,لا,✅ مفيدة,تعويض مادي
H001,يا هلا وسهلا، نورتونا,أهلًا وسهلًا أنرتم المكان,مشتركة,مشتركة,حوار نموذجي,الجميع,شعبي,متوسطة,لا,🔥 شائعة جدًا,بداية الحوار النموذجي
H002,الله يسلمك، بس أتفرج,الله يسلمك أنا أتفرج فقط,مشتركة,مشتركة,رد زبون نموذجي,الجميع,شعبي,متوسطة,لا,🔥 شائعة جدًا,
H003,اتفضل خذ راحتك، شوف اللي يعجبك، وإذا تبغى شيء قل لي,تفضل وخذ راحتك وأنا حاضر,مشتركة,مشتركة,استكمال حوار,الجميع,شعبي,متوسطة,لا,🔥 شائعة جدًا,الرد الأمثل على بس أتفرج
MU001,تريدها بلاش؟ خذ المحل كمان!,تريدها مجانًا؟ خذ المحل أيضًا,مشتركة,عربية مشتركة,مزاح مساومة,الجميع,شعبي,عالية,نعم,🔥 شائعة جدًا,مبالغة فكاهية
MU002,أنت كسرتني اليوم، بس خذها,لقد كسرتني اليوم ولكن خذها,مشتركة,عربية مشتركة,مزاح مساومة,الجميع,شعبي,عالية,نعم,⭐ شائعة,اعتراف مرح بالهزيمة
MU003,إذا كملت مساومة، بطلع خسران ومش راح أقدر أفتح المحل بكرة,إن أكملت المساومة سأفلس,مشتركة,عربية مشتركة,مزاح مساومة,الجميع,شعبي,عالية,نعم,⭐ شائعة,
MU004,إيدك على البضاعة = البضاعة صارت ملكك,لمس البضاعة يعني شراءها,شام/مصر,شامية/مصرية,مزاح تحذيري,الجميع,شعبي,عالية,نعم,⭐ شائعة,للمكثر من اللمس
MU005,اليوم لك غير — كل شي على كيفك,اليوم لك وحدك كل شيء كما تحب,مشتركة,عربية مشتركة,مزاح ترحيبي,الجميع,شعبي,عالية,نعم,🔥 شائعة جدًا,
MU006,لا تشيل هم السعر، همك الوحيد إنك تختار,لا تقلق من السعر همك الاختيار,مشتركة,عربية مشتركة,مزاح خفيف,الجميع,شعبي,عالية,نعم,⭐ شائعة,
MU007,دخلت المحل وصرت من أهل البيت — وأهل البيت ما يطلعون ببلاش,دخلت فصرت من أهل البيت وهم لا يغادرون بلا شراء,مشتركة,عربية مشتركة,مزاح فخ,دائم,شعبي,عالية,نعم,⭐ شائعة,مع الدائمين
MU008,بس لا تخبر جارك بالسعر، وإلا الكل بيجي يطلب نفس المعاملة,لا تخبر جارك بالسعر وإلا جاء الجميع,مشتركة,عربية مشتركة,مزاح سرية,الجميع,شعبي,عالية,نعم,🔥 شائعة جدًا,
MU009,الفرق ريال! يعني بتضيع الصفقة على ريال؟,الفرق ريال واحد! أتضيع الصفقة من أجله؟,مشتركة,عربية مشتركة,مزاح إغلاق,الجميع,شعبي,عالية,نعم,⭐ شائعة,
MU010,أنت ناوي تفلسني؟,أنت تنوي إفلاسي؟,مصر,مصرية,مزاح مساومة,الجميع,شعبي,عالية,نعم,⭐ شائعة,
MU011,ولك، تريدها هدية؟,تريدها هدية؟,عراق/خليج,عراقية/خليجية,مزاح مساومة,الجميع,شعبي,عالية,نعم,⭐ شائعة,بنبرة ضاحكة
MU012,أول زبون اليوم = بركة — لك خصم خاص,أول زبون اليوم بركة وله خصم,مشتركة,عربية مشتركة,مزاح ترحيب,الجميع,شعبي,عالية,نعم,⭐ شائعة,
MU013,آخر زبون = قافلين عليك بنص السعر,أنت آخر زبون فنغلق بنصف السعر,مشتركة,عربية مشتركة,مزاح وداع,الجميع,شعبي,عالية,نعم,✅ مفيدة,
MU014,يا شيخنا، إنت شايف الحياة قدامي — بس هذا الشغل يخدمك ولا يخذلك,أنت أدرى بالحياة وهذا يخدمك,مشتركة,عربية مشتركة,مزاح مع كبير,رجل كبير,شعبي,عالية,نعم,⭐ شائعة,مزاح مسبوق باحترام
MU015,أنا صاحب المحل من زمان، وبضاعتي ما تكذب — بس أنا أبالغ شوي,بضاعتي لا تكذب لكني أبالغ قليلًا,مشتركة,عربية مشتركة,صدق مرح,الجميع,شعبي,عالية,نعم,✅ مفيدة,صدق نادر يبني ثقة
MU016,بكرة بترجع تاخدها، وأنا بستناك — وبزيد السعر,ستعود غدًا وأنا في انتظارك وسأرفع السعر,مشتركة,عربية مشتركة,مزاح عكسي,الجميع,شعبي,عالية,نعم,⭐ شائعة,
MU017,خذها — وبكرة أول واحد يسألك منين جبتها، قله: من الحكيم,قل لمن يسألك: من الحكيم,مشتركة,عربية مشتركة,مزاح مع شاب,شاب,شعبي,عالية,نعم,🟡 متوسطة,
MU018,القاعدة عندنا: اللي يلمس يشتري!,قاعدتنا: من يلمس يشتري,مشتركة,عربية مشتركة,مزاح تحذيري,الجميع,شعبي,عالية,نعم,⭐ شائعة,
MU019,حاضر نخدمك — بس لا تأمر ببلاش,نخدمك لكن لا تأمر بمجانية,مشتركة,عربية مشتركة,مزاح خفيف,الجميع,شعبي,عالية,نعم,⭐ شائعة,
MU020,خذ راحتك — بس المحل بيقفل بعد ساعة,خذ راحتك لكن المحل يقفل بعد ساعة,مشتركة,عربية مشتركة,مزاح بالزمن,الجميع,شعبي,عالية,نعم,⭐ شائعة,
MU021,تفرج ولا تدفع — ذي ميزة السوق,تتفرج ولا تدفع فهذه ميزة السوق,مشتركة,عربية مشتركة,مزاح متفرج,الجميع,شعبي,عالية,نعم,✅ مفيدة,
MU022,لو كل زبون قال بس أتفرج وطلع، المحل كان قفل من زمان,لو قال الجميع أتفرج فقط لأغلق المحل,مشتركة,عربية مشتركة,مزاح تطبيع,الجميع,شعبي,عالية,نعم,✅ مفيدة,
MU023,سعري مثل اسمي: طيب,سعري مثل اسمي طيب,مشتركة,عربية مشتركة,تورية,الجميع,شعبي,عالية,نعم,🟡 متوسطة,مزاح شخصي بالاسم
MU024,أنا بستناك — وبستنا فلوسك,أنا أنتظرك وأنتظر مالك,مشتركة,عربية مشتركة,مزاح مع دائم,دائم,شعبي,عالية,نعم,🟡 متوسطة,للدائم فقط
MU025,الزبون اللي ما يساوم، ما نثق فيه!,الزبون الذي لا يساوم لا نثق به,مشتركة,عربية مشتركة,تشجيع مساومة,الجميع,شعبي,عالية,نعم,🟡 متوسطة,
MU026,يا حج، أنت اللي المفروض تعلّمني في التجارة,أنت من يفترض أن يعلمني التجارة,مشتركة,عربية مشتركة,مجاملة مرحة,رجل كبير,شعبي,عالية,نعم,⭐ شائعة,
MU027,ولا تروح لغيرنا — إحنا بلاوينك,لا تذهب لغيرنا فنحن نكفيك,مشتركة,عربية مشتركة,مزاح ولاء,الجميع,شعبي,عالية,نعم,✅ مفيدة,
MU028,إذا ما عجبتك، نرجع نتفاوض من الأول — أنا ما أزعل من الزباين,إن لم تعجبك نتفاوض من جديد,مشتركة,عربية مشتركة,مزاح تفاوض,الجميع,شعبي,عالية,نعم,⭐ شائعة,
MU029,أنا ما أزعل من الزباين — بس الزباين يزعلون مني إذا غليت,الزبائن يغضبون مني إن غاليت,مشتركة,عربية مشتركة,مزاح أسعار,الجميع,شعبي,عالية,نعم,✅ مفيدة,
MU030,شكلك من النوع اللي يفهم — عشان كذا أنا صادق معك: هذا الأفضل,يبدو أنك تفهم ولذلك أنا صادق معك,مشتركة,عربية مشتركة,مزاح + مجاملة,شاب,شعبي,عالية,نعم,⭐ شائعة,
MU031,أنا بستاهلك,أنا أستحقك (سأعاملك بما تستحق),مصر,مصرية,مجاملة مرحة,الجميع,شعبي,عالية,نعم,⭐ شائعة,عند منح خصم
MU032,عشان خاطر عيونك,من أجل عينيك,مشتركة,عربية مشتركة,مجاملة خصم,الجميع,شعبي,عالية,نعم,⭐ شائعة,مع النساء تُقال بحذر شديد
MU033,أنت من اليوم زبون دايم عندي — عشان كذا أعطيك سعر العيلة,أنت من اليوم زبون دائم وسعر العائلة,مشتركة,عربية مشتركة,مزاح ولاء,الجميع,شعبي,عالية,نعم,✅ مفيدة,
MU034,أنا واثق إنك بترجع — لأن اللي ياخذ مني ما يروح لغيري,أنا واثق من عودتك لتشكرني,مشتركة,عربية مشتركة,مزاح ثقة,الجميع,شعبي,عالية,نعم,✅ مفيدة,ثقة مرحة تبني ولاء
MU035,إذا ما عجبتك، بعها لصاحبك بزيادة — عشان تعرف إنها زينة,إن لم تعجبك بعها لصديقك بربح,مشتركة,عربية مشتركة,مزاح مع شباب,شاب,شعبي,عالية,نعم,🟡 متوسطة,
MU036,إنت يا معلم ناوي تفلسني؟,أتريد إفلاسي أيها المعلم؟,مصر,مصرية,مزاح مساومة,رجل,شعبي,عالية,نعم,⭐ شائعة,
MU037,يا هلا بزبونتنا المفضلة — البضاعة تجي، وانتِ تجين، وكلهم على بعضهم,أهلًا بزبونتنا المفضلة,مشتركة,عربية مشتركة,مزاح مع دائمة,امرأة دائمة,شعبي,عالية,نعم,⭐ شائعة,مع دائمة معروفة فقط
MU038,يا قلبي، هذا لونك — خذيه قبل ما أخذه أنا,هذا لونك خذيه قبل أن آخذه,شام/خليج (بين النساء),شامية/خليجية,مزاح بائعة لزبونة,امرأة,شعبي,عالية,نعم,⭐ شائعة,بين النساء فقط
MU039,أنا ما ببخل على الزبون الطيب,لا أبخل على الزبون الطيب,مشتركة,عربية مشتركة,مزاح كرم,الجميع,شعبي,عالية,نعم,⭐ شائعة,
MU040,تعال جرب، وإذا ما عجبتك تلومني — وأنا حاضر أتحمل,إن لم يعجبك فلومني وأنا أتحمل,مشتركة,عربية مشتركة,مزاح ضمان,الجميع,شعبي,عالية,نعم,✅ مفيدة,
MU041,بكرة أشوفك؟,هل أراك غدًا؟,مشتركة,عربية مشتركة,مزاح وداع,الجميع,شعبي,عالية,نعم,✅ مفيدة,
MU042,لا تنسى إنك عندك محل ثاني هنا,لا تنس أن لك محلًا ثانيًا هنا,مشتركة,عربية مشتركة,مزاح ولاء,الجميع,شعبي,عالية,نعم,✅ مفيدة,يجعل المحل ملاذًا
MU043,سعرنا ثابت، بس نضيفلك هدية — عشان عينك تبقى حلوة,سعرنا ثابت ونضيف هدية,مشتركة,عربية مشتركة,مزاح هدية,الجميع,شعبي,عالية,نعم,✅ مفيدة,
MU044,اللي يبغى الجودة يعرف ثمنها,من يريد الجودة يعرف ثمنها,خليج,خليجية,رد على غالي,الجميع,شعبي,عالية,لا,⭐ شائعة,
MU045,خذها بالبركة — والبركة في الزباين,خذها بالبركة والبركة في الزبائن,مشتركة,عربية مشتركة,ختام,الجميع,شعبي,عالية,لا,🔥 شائعة جدًا,
MU046,أنا مش بس بائع — أنا مستشارك في المشتريات,لست بائعًا فقط بل مستشارك,مشتركة,عربية مشتركة,فكاهة عصرية,شاب,عفوي,عالية,نعم,🟡 متوسطة,مع الشباب
MU047,هذا اللي أهلي ياخذونه من عندي,هذا ما يشتريه أهلي مني,مشتركة,عربية مشتركة,ثقة عائلية,الجميع,شعبي,عالية,لا,✅ مفيدة,
MU048,إذا رجعت تلاقيني — وإذا ما رجعت، أنا بكون هنا برضه,إن عدت ستجدني وإن لم تعد سأبقى هنا,مشتركة,عربية مشتركة,مزاح ثبات,الجميع,شعبي,عالية,نعم,✅ مفيدة,
MU049,أهلاً بيك يا وجه الخير,أهلًا بك يا وجه الخير,شام/خليج,شامية/خليجية,ترحيب مبارك,الجميع,شعبي,عالية,لا,⭐ شائعة,الزبون وجه خير
MU050,أول ما شفتك عرفت إنك زبون محترم,من أول نظرة عرفت أنك زبون محترم,مشتركة,عربية مشتركة,مجاملة جذب,الجميع,شعبي,عالية,لا,⭐ شائعة,
